07-12-201807-12-201812-12-201816:22:4612-12-201816:45:4400007514
    0000000040550000000040550001           435001003 1   1 CLP     2018120700K1769 BEX20000000000149811909000000000001498119090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108102015           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000074128230000000000000741282300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108111015           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000066166693000000000000661666930000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108112015           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000066166693000000000000661666930000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108121015           412801006 1   1 CLP     2018120700K1769 PCS  SM0000000032970601000000000000329706010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108122015           412801006 1   1 CLP     2018120700K1769 PCS  SM0000000032970601000000000000329706010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108131011           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000105299854000000000001052998540000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108132011           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000105299854000000000001052998540000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108141013           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000115153063000000000001151530630000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108142013           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000115153063000000000001151530630000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108151017           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000097707861000000000000977078610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108152017           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000097707861000000000000977078610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108161013           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000058257986000000000000582579860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108162013           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000058257986000000000000582579860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108171013           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000059131607000000000000591316070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108172013           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000059131607000000000000591316070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108181013           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000172729587000000000001727295870000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108182013           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000172729587000000000001727295870000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108231061           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000023505315000000000000235053150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108232061           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000023505315000000000000235053150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108241021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000089219591000000000000892195910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108242021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000089219591000000000000892195910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108251061           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000101499115000000000001014991150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108291013           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000055915917000000000000559159170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108292013           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000055915917000000000000559159170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108321021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000085464863000000000000854648630000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108322021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000085464863000000000000854648630000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108351121           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000028371218000000000000283712180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108352121           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000028371218000000000000283712180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108361121           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000041768706000000000000417687060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108362121           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000041768706000000000000417687060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108371015           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000021196812000000000000211968120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108372015           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000021196812000000000000211968120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108381013           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000057543653000000000000575436530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108382013           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000057543653000000000000575436530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108451061           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000520295929000000000005202959290000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108461025           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000277622445000000000002776224450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108471018           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000124918536000000000001249185360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108472018           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000124918536000000000001249185360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108481038           412801008 1   1 CLP     2018120700K1769 PCS  ST0000000706755209000000000007067552090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108482038           412801008 1   1 CLP     2018120700K1769 PCS  ST0000000706755209000000000007067552090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108491061           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000643197259000000000006431972590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108501025           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000209710978000000000002097109780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108581021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000087873925000000000000878739250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108582021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000087873925000000000000878739250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108591015           212801010 1   1 CLP     2018120700K1769 PCS  SP0000000154727511000000000001547275110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108592015           212801010 1   1 CLP     2018120700K1769 PCS  SP0000000154727511000000000001547275110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108601061           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000097800498000000000000978004980000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108611017           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000101820507000000000001018205070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108612017           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000101820507000000000001018205070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108621017           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000150674439000000000001506744390000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108622017           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000150674439000000000001506744390000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108631015           212801010 1   1 CLP     2018120700K1769 PCS  SP0000000154727511000000000001547275110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108632015           212801010 1   1 CLP     2018120700K1769 PCS  SP0000000154727511000000000001547275110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108661021           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000078796544000000000000787965440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108662021           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000078796544000000000000787965440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108681021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000090007859000000000000900078590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108682021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000090007859000000000000900078590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108701011           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000070199907000000000000701999070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108702011           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000070199907000000000000701999070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108761061           412801006 1   1 CLP     2018120700K1769 PCS  SM0000000003170423000000000000031704230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108762061           412801006 1   1 CLP     2018120700K1769 PCS  SM0000000003170423000000000000031704230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108781021           412801006 1   1 CLP     2018120700K1769 PCS  SM0000000728167318000000000007281673180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108782021           412801006 1   1 CLP     2018120700K1769 PCS  SM0000000728167318000000000007281673180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108801013           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000035990367000000000000359903670000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108802013           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000035990367000000000000359903670000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108811013           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000035012341000000000000350123410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108812013           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000035012341000000000000350123410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108821019           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000076962608000000000000769626080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108822019           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000076962608000000000000769626080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108831011           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000110301053000000000001103010530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108832011           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000110301053000000000001103010530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108841025           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000149536655000000000001495366550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108851061           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000128038682000000000001280386820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108861061           212801008 1   1 CLP     2018120700K1769 PCS  ST0000000125597862000000000001255978620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108871146           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000095713911000000000000957139110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108872146           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000095713911000000000000957139110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108881021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000093444791000000000000934447910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108882021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000093444791000000000000934447910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108891015           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000079711204000000000000797112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108892015           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000079711204000000000000797112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108901011           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000117600241000000000001176002410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108902011           212801006 1   1 CLP     2018120700K1769 PCS  SM0000000117600241000000000001176002410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108921015           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000059223282000000000000592232820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108922015           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000059223282000000000000592232820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108931013           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000067072459000000000000670724590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108932013           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000067072459000000000000670724590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108951021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000095958122000000000000959581220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108952021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000095958122000000000000959581220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108981011           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000084730623000000000000847306230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000108982011           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000084730623000000000000847306230000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109001019           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000082339396000000000000823393960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109002019           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000082339396000000000000823393960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109011021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000097107658000000000000971076580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109012021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000097107658000000000000971076580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109021021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000095854876000000000000958548760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109022021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000095854876000000000000958548760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109041021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000095854876000000000000958548760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109042021           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000095854876000000000000958548760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109051017           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000087918432000000000000879184320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109052017           212801009 1   1 CLP     2018120700K1769 PCS  SP0000000087918432000000000000879184320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109061011           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000085716557000000000000857165570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109062011           412801009 1   1 CLP     2018120700K1769 PCS  SP0000000085716557000000000000857165570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109071021           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000143146205000000000001431462050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109072021           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000143146205000000000001431462050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109091011           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000084732421000000000000847324210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000109092011           412801010 1   1 CLP     2018120700K1769 PCS  SP0000000084732421000000000000847324210000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
